Sample 17,,Sample17-1,,Sample 17-2,,Sample 18,,Sample 18-1,,Sample 18-2,,Sample 19,,Sample 19-1,,Sample 19-2,,Sample 20,,Sample 20-1,,Sample 20-2,,Sample 21,,Sample 21-1,,Sample 21-2,,Sample 23,,Sample 23-1,,Sample 23-2,,Sample 27,,Sample 27-1,,Sample 27-2,,sample 28,,Sample 28-1,,Sample 28-2,,Sample 29,,Sample 29-1,,sample 29-2,,Sample 30,,Sample 30-1,,Sample 30-2,,Sample 32,,Sample 32-1,,Sample 32-2,,Sample 33,,Sample 33-1,,Sample 33-2,,Sample 34,,Sample 34-1,,Sample 34-2 ,,Sample 35,,Sample 35-1,,Sample 35-2,,Sample 36,,Sample 36-1,,Sample 36-2,,Sample 37,,Sample 37-1,,Sample 37-2,,Sample 38,,Sample 38-1,,Sample 38-2,,Sample 39,,Sample 39-1,,Sample 39-2,,Sample 40,,Sample 40-1,,Sample 40-2,,Sample 41,,Sample 41-1,,Sample 41-2,,Sample 42,,Sample 42-1,,Sample 42-2,,Sample 43,,Sample 43-1,,Sample 43-2,,Sample 44,,Sample 44-1,,Sample 44-2,,Sample 45,,Sample 45-1,,Sample 45-2,,Sample 46,,Sample 46-1,,Sample 46-2,,Sample 47,,Sample 47-1,,Sample 47-2,,Sample 48,,Sample 48-1,,Sample 48-2,,Sample 49,,Sample 49-1,,Sample 49-2,,Sample 50,,Sample 50-1,,Sample 50-2,,Sample 51,,Sample 51-1,,Sample 51-2,,Sample 52,,Sample 52-1,,Sample 52-2,,Sample 53,,Sample 53-1,,Sample 53-2,,Sample 54,,Sample 54-1,,Sample 54-2,,Sample 55,,Sample 55-1,,Sample 55-2,,Sample 56,,Sample 56-1,,Sample 56-2,,Sample 57,,Sample 57-1,,Sample 57-2,,Sample 58,,Sample 58-1,,Sample 58-2,,Sample 59,,Sample 59-1,,Sample 59-2,,Sample 60,,Sample 60-1,,Sample 60-2,,sample 61,,sample 61-1,,sample 61-2,,Sample 62,,Sample 62-1,,Sample 62-2,,Sample 63,,Sample 63-1,,Sample 63-2,,Sample 64,,Sample 64-1,,Sample 64-2,,Sample 65,,Sample 65-1,,Sample 65-2,,Sample 66,,Sample 66-1,,Sample 66-2,,Sample 67,,Sample 67-1,,Sample 67-2,,Sample 68,,Sample 68-1,,Sample 68-2,,Sample 69,,Sample 69-1,,Sample 69-2,,Sample 70,,Sample 70-1,,Sample 70-2,,Sample 71,,Sample 71-1,,Sample 71-2,,Sample 72,,Sample 72-1,,Sample 72-2,,Sample 73,,Sample 73-1,,Sample 73-2,,Sample 74,,Sample 74-1,,Sample 74-2,,Sample 75,,Sample 75-1,,Sample 75-2,,Sample 76,,Sample 76-1,,Sample 76-2,,Sample 77,,Sample 77-1,,Sample 77-2,,Sample 78,,Sample 78-1,,Sample 78-2,,Sample 79,,Sample 79-1,,Sample 79-2,,Sample 80,,Sample 80-1,,Sample 80-2,,Sample 81,,Sample 81-1,,Sample 81-2,,Sample 83,,Sample 83-1,,Sample 83-2,,Sample 84,,Sample 84-1,,Sample 84-2,,Sample 85,,Sample 85-1,,Sample 85-2,,Sample 86,,Sample 86-1,,Sample 86-2,,Sample 87,,Sample 87-1,,Sample 87-2,,Sample 88,,Sample 88-1,,Sample 88-2,,Sample 90,,Sample 90-1,,Sample 90-2,,Sample 91,,Sample 91-1,,Sample 91-2,,Sample 92,,Sample 92-1,,Sample 92-2,,Sample 93,,Sample 93-1,,Sample 93-2,,Sample 94,,Sample 94-1,,Sample 94-2,,Sample 95,,Sample 95-1,,Sample 95-2,,Sample 96,,Sample 96-1,,Sample 96-2,,Sample 97,,Sample 97-1,,Sample 97-2,,Sample 98,,Sample 98-1,,Sample 98-2,,Sample 99,,Sample 99-1,,Sample 99-2,,Sample 103,,Sample 103-1,,Sample 103-2,,Sample 104,,Sample 104-1,,Sample 104-2,,Sample 106,,Sample 106-1,,Sample 106-2,
803.07324,16.08405,803.07324,22.44909,803.07324,-22.98395,803.07324,-9.01407,803.07324,3.01776,803.07324,14.42683,803.07324,33.55975,803.07324,12.21544,803.07324,-1.526,803.07324,49.73372,803.07324,-7.79509,803.07324,-16.89115,803.11133,-9.90794,803.07324,-47.55801,803.11133,3.76615,803.11133,2.71448,803.11133,-3.02927,803.11133,35.03184,803.07324,-17.3815,803.07324,-10.36628,803.07324,-9.14822,803.07324,-2.20651,803.07324,-1.74821,803.07324,0.50439,803.07324,-74.63783,803.07324,-39.05736,803.07324,-21.48477,803.07324,-9.75705,803.07324,-17.64859,803.07324,20.54427,803.07324,-6.38921,803.07324,-7.92075,803.07324,19.23939,803.07324,0.03383,803.07324,-0.29258,803.07324,-1.35584,803.07324,28.17585,803.07324,19.51365,803.07324,17.0878,803.07324,-6.70007,803.07324,5.95294,803.07324,-6.01158,803.07324,-29.76626,803.07324,23.55044,803.07324,-0.34738,803.07324,-46.85638,803.07324,-3.87911,803.07324,-24.93713,803.07324,-34.71171,803.07324,-16.80232,803.07324,-24.70848,803.07324,-34.55126,803.07324,-8.78099,803.07324,-36.80762,803.07324,16.96642,803.07324,30.23981,803.07324,-31.75979,803.07324,-17.30022,803.07324,-7.53163,803.07324,2.61879,803.07324,31.94421,803.07324,-24.9287,803.07324,-32.03108,803.07324,3.44434,803.07324,-21.61462,803.07324,-19.09795,803.07324,-30.69949,803.07324,-5.32762,803.07324,8.61416,803.07324,-5.86997,803.07324,-0.95497,803.07324,-25.82222,803.07324,-51.45576,803.07324,16.41525,803.07324,-12.59446,803.07324,1.88481,803.07324,0.31647,803.07324,-28.43394,803.07324,-0.63739,803.07324,-23.26212,803.07324,-8.75466,803.07324,24.7068,803.07324,1.99909,803.07324,2.21728,803.07324,2.21728,803.07324,4.51227,803.07324,-11.6016,803.07324,0.04861,803.07324,-28.44626,803.07324,-12.22951,803.07324,-9.10956,803.07324,7.86596,803.07324,7.86596,803.07324,-29.67757,803.07324,14.40174,803.07324,-13.31767,803.07324,-4.90995,803.07324,-6.22839,803.07324,-9.47289,803.07324,-25.81488,803.07324,-27.32481,803.07324,-5.9714,803.07324,-15.54245,803.07324,-29.46463,803.07324,16.85859,803.07324,-40.08887,803.07324,-19.29562,803.07324,9.75045,803.07324,-15.41892,803.07324,21.84015,803.07324,12.54939,803.07324,15.44081,803.07324,5.37878,803.07324,4.53755,803.07324,-23.75761,803.07324,-23.75761,803.07324,25.20198,803.07324,19.36204,803.07324,6.26799,803.07324,-8.13413,803.07324,-18.44609,803.07324,-16.33736,803.07324,28.75818,803.07324,-31.11174,803.07324,-8.167,803.07324,-16.08247,803.07324,24.33818,803.07324,10.8454,803.07324,23.93859,803.07324,4.94938,803.07324,19.00685,803.07324,-5.59736,803.07324,-3.58622,803.07324,-0.1947,803.07324,-9.79353,803.07324,5.64373,803.07324,13.54647,803.07324,-7.76532,803.07324,-21.66331,803.07324,-2.3111,803.07324,-14.52128,803.07324,-12.92193,803.07324,11.5907,803.07324,-17.03328,803.07324,49.73372,803.07324,-7.79509,803.07324,-16.89115,803.07324,35.94734,803.07324,-6.11885,803.07324,30.69921,803.07324,-10.79792,803.07324,-49.21481,803.07324,11.86267,803.07324,-12.91671,803.07324,-15.17677,803.07324,-0.6534,803.07324,43.70949,803.07324,20.20972,803.07324,11.07677,803.07324,22.29722,803.07324,-22.81457,803.07324,2.07217,803.07324,-14.21423,803.07324,-19.83478,803.07324,-5.4596,803.07324,0.02325,803.07324,-2.62399,803.07324,-35.66622,803.07324,2.94269,803.07324,2.21868,803.07324,-19.54789,803.11133,-14.76415,803.07324,-8.00289,803.07324,-22.41466,803.07324,8.74466,803.07324,-17.53163,803.07324,-29.85829,803.11133,24.95784,803.07324,6.06437,803.07324,25.16178,803.07324,-16.56658,803.07324,-72.68019,803.07324,-5.4687,803.07324,-15.1977,803.07324,-2.37762,803.07324,17.8783,803.07324,-0.5121,803.07324,-29.14844,803.07324,-15.23144,803.07324,-7.71491,803.07324,-3.84892,803.07324,3.6016,803.07324,-10.21438,803.07324,-35.12878,803.07324,-37.65816,803.11133,-4.51331,803.11133,0.46146,803.11133,-2.87438,803.07324,-2.02292,803.07324,-42.52939,803.07324,-29.91796,803.07324,25.00422,803.07324,15.86355,803.07324,0.13398,803.11133,23.20435,803.11133,30.81933,803.11133,21.62235,803.07324,16.17765,803.07324,-1.26973,803.07324,-26.91602,803.07324,-11.37768,803.07324,-13.7182,803.07324,-9.3382,803.07324,-11.11632,803.07324,-21.778,803.07324,-10.46283,803.07324,4.08691,803.07324,-16.96912,803.07324,15.28641,803.07324,-27.63766,803.07324,-35.05189,803.07324,-47.99938,803.07324,-26.21914,803.07324,-7.35241,803.07324,2.39305,803.07324,40.7797,803.07324,-25.52754,803.07324,12.86767,803.07324,20.72612,803.07324,-3.36263,803.07324,-9.24009,803.07324,-16.06724,803.07324,10.13581,803.07324,19.01131,803.07324,0.37962,803.07324,4.61902,803.07324,-36.05637
801.90234,-25.47089,801.90234,-4.90503,801.90234,-5.43085,801.90234,-20.96908,801.90234,-7.77475,801.90234,-38.25829,801.90234,88.23897,801.90234,-33.2404,801.90234,10.47321,801.90234,-9.07797,801.90234,4.25061,801.90234,1.81377,801.94141,6.06785,801.90234,13.73351,801.94141,-5.79289,801.94141,3.69763,801.94141,18.20912,801.94141,-32.53862,801.90234,-26.58319,801.90234,-13.23657,801.90234,-21.17016,801.90234,-25.92123,801.90234,9.03913,801.90234,-3.26691,801.90234,76.88695,801.90234,-15.00557,801.90234,-7.181,801.90234,7.36691,801.90234,-3.16052,801.90234,-18.51225,801.90234,10.23241,801.90234,-2.81609,801.90234,-41.87483,801.90234,0.02565,801.90234,-3.52568,801.90234,-68.10641,801.90234,-11.97139,801.90234,-16.56793,801.90234,14.85515,801.90234,70.8197,801.90234,-13.04348,801.90234,-0.2638,801.90234,-3.72779,801.90234,5.52276,801.90234,-22.85322,801.90234,-58.30946,801.90234,-2.65305,801.90234,36.88648,801.90234,-28.02578,801.90234,8.90373,801.90234,24.0674,801.90234,7.2379,801.90234,-13.43316,801.90234,75.12003,801.90234,11.30098,801.90234,-27.01827,801.90234,-39.27348,801.90234,10.01535,801.90234,0.46771,801.90234,-24.67376,801.90234,-0.25499,801.90234,-29.95213,801.90234,-17.53628,801.90234,-3.72275,801.90234,7.55218,801.90234,6.82134,801.90234,11.67184,801.90234,0.61055,801.90234,-2.62019,801.90234,-26.55515,801.90234,6.78831,801.90234,17.47456,801.90234,-21.19879,801.90234,-58.0413,801.90234,4.81362,801.90234,13.69745,801.90234,6.58727,801.90234,-10.23837,801.90234,-5.89314,801.90234,-21.67993,801.90234,54.55747,801.90234,7.82235,801.90234,21.96032,801.90234,-22.34848,801.90234,-22.34848,801.90234,-19.12145,801.90234,-7.85986,801.90234,22.33797,801.90234,28.68402,801.90234,-8.50084,801.90234,1.5356,801.90234,-31.32666,801.90234,-31.32666,801.90234,-8.34318,801.90234,-7.99352,801.90234,-8.27327,801.90234,7.88617,801.90234,-25.64317,801.90234,2.27254,801.90234,29.2356,801.90234,31.17226,801.90234,-7.92868,801.90234,-11.98668,801.90234,15.44465,801.90234,-1.73109,801.90234,2.89564,801.90234,-3.85418,801.90234,8.54475,801.90234,16.61346,801.90234,2.69036,801.90234,-8.97541,801.90234,-15.95236,801.90234,-3.82001,801.90234,8.44915,801.90234,40.95699,801.90234,40.95699,801.90234,6.21603,801.90234,0.58797,801.90234,53.47371,801.90234,0.07591,801.90234,1.11364,801.90234,3.2246,801.90234,-16.26803,801.90234,-10.41998,801.90234,-6.67863,801.90234,9.18552,801.90234,-3.46643,801.90234,48.28371,801.90234,-11.03944,801.90234,-22.57876,801.90234,-15.96967,801.90234,13.73403,801.90234,-9.08435,801.90234,-5.26737,801.90234,47.77725,801.90234,49.93308,801.90234,-4.29592,801.90234,-13.04624,801.90234,-36.25357,801.90234,12.27787,801.90234,13.2149,801.90234,-11.65641,801.90234,-27.45197,801.90234,-18.57753,801.90234,-9.07797,801.90234,4.25061,801.90234,1.81377,801.90234,-30.55878,801.90234,68.03396,801.90234,-11.34669,801.90234,58.06096,801.90234,9.47485,801.90234,-6.20019,801.90234,-9.22062,801.90234,-29.65074,801.90234,-4.64263,801.90234,14.48184,801.90234,-15.33071,801.90234,75.68353,801.90234,-17.84732,801.90234,-52.28534,801.90234,3.73492,801.90234,68.46801,801.90234,-4.83045,801.90234,-41.96376,801.90234,4.01953,801.90234,-7.26289,801.90234,-28.81831,801.90234,-26.80261,801.90234,-17.32375,801.90234,-4.31035,801.94141,-1.86395,801.90234,6.85642,801.90234,6.2907,801.90234,-11.28317,801.90234,-1.92469,801.90234,6.00688,801.94141,9.24718,801.90234,-22.66419,801.90234,-27.49516,801.90234,-21.06344,801.90234,73.23515,801.90234,3.15728,801.90234,19.19058,801.90234,-3.0024,801.90234,-1.65647,801.90234,15.23995,801.90234,20.15793,801.90234,12.49885,801.90234,10.88902,801.90234,-38.62212,801.90234,-20.96428,801.90234,-16.11696,801.90234,-11.33906,801.90234,24.31404,801.94141,-2.42219,801.94141,-25.35166,801.94141,12.77908,801.90234,-25.06276,801.90234,6.90051,801.90234,19.73225,801.90234,-19.89362,801.90234,-10.27095,801.90234,6.68163,801.94141,-2.24279,801.94141,18.9477,801.94141,-20.55688,801.90234,-10.47368,801.90234,6.22207,801.90234,28.22179,801.90234,-19.76722,801.90234,-22.75281,801.90234,5.4509,801.90234,2.14191,801.90234,-12.80848,801.90234,-13.81026,801.90234,-8.62226,801.90234,29.07213,801.90234,-0.76904,801.90234,24.05059,801.90234,65.11287,801.90234,68.52216,801.90234,-3.73726,801.90234,-43.83815,801.90234,-27.95614,801.90234,-10.39974,801.90234,3.80976,801.90234,-1.03247,801.90234,-16.2889,801.90234,31.29789,801.90234,-1.63482,801.90234,-24.32694,801.90234,0.0331,801.90234,-35.07978,801.90234,28.6309,801.90234,12.35629,801.90234,-2.33723
800.73242,45.78946,800.73242,3.27767,800.73242,10.63083,800.73242,-6.04719,800.73242,10.82392,800.73242,21.51469,800.73242,-8.69885,800.73242,50.62617,800.73242,-16.69717,800.73242,-10.60828,800.73242,-17.02576,800.73242,17.75316,800.77148,-44.77782,800.73242,-13.94406,800.77148,-17.51369,800.77148,-14.88792,800.77148,-12.15741,800.77148,-27.40641,800.73242,25.37245,800.73242,1.81821,800.73242,-21.01156,800.73242,-2.16794,800.73242,-32.1611,800.73242,-9.77515,800.73242,-23.02097,800.73242,29.15897,800.73242,4.16312,800.73242,-16.34247,800.73242,23.63356,800.73242,25.62704,800.73242,5.0137,800.73242,-34.90734,800.73242,43.97615,800.73242,0.02886,800.73242,12.4433,800.73242,52.34364,800.73242,9.73555,800.73242,-23.4762,800.73242,-17.76477,800.73242,62.94138,800.73242,-28.63789,800.73242,24.8393,800.73242,34.51272,800.73242,-12.52406,800.73242,13.53687,800.73242,6.02759,800.73242,-12.4231,800.73242,10.73518,800.73242,15.03155,800.73242,-35.13803,800.73242,-102.37875,800.73242,-4.09701,800.73242,4.86304,800.73242,-14.19879,800.73242,-20.46205,800.73242,-11.07777,800.73242,31.32819,800.73242,13.56186,800.73242,18.81246,800.73242,24.49037,800.73242,-26.73,800.73242,7.29487,800.73242,26.16478,800.73242,-5.04385,800.73242,18.88778,800.73242,-38.28153,800.73242,-6.57249,800.73242,-22.23747,800.73242,-29.77352,800.73242,24.79569,800.73242,-14.17081,800.73242,64.3726,800.73242,48.25442,800.73242,-5.45207,800.73242,-4.84954,800.73242,-7.76618,800.73242,-2.81535,800.73242,0.6961,800.73242,-11.99899,800.73242,-2.36013,800.73242,19.13855,800.73242,14.17541,800.73242,-39.99,800.73242,-12.03732,800.73242,-12.03732,800.73242,8.16016,800.73242,-7.07445,800.73242,-11.50756,800.73242,-10.81057,800.73242,-20.22509,800.73242,-1.66691,800.73242,-13.65987,800.73242,-13.65987,800.73242,-21.83849,800.73242,-5.20395,800.73242,19.80486,800.73242,32.70697,800.73242,-0.93724,800.73242,15.76648,800.73242,61.26501,800.73242,-11.42739,800.73242,-31.6471,800.73242,27.04659,800.73242,-51.77425,800.73242,0.98449,800.73242,-3.77269,800.73242,10.54912,800.73242,-27.53361,800.73242,-7.99157,800.73242,-7.84297,800.73242,-0.95781,800.73242,-30.97929,800.73242,-20.10178,800.73242,-13.92411,800.73242,-27.15141,800.73242,-27.15141,800.73242,-60.75579,800.73242,45.60674,800.73242,7.94074,800.73242,-26.32117,800.73242,13.66718,800.73242,1.02187,800.73242,-29.21781,800.73242,-7.65761,800.73242,9.11897,800.73242,-3.17158,800.73242,39.54617,800.73242,-1.55753,800.73242,-24.77773,800.73242,0.68914,800.73242,-13.57338,800.73242,22.04652,800.73242,27.56206,800.73242,-2.44139,800.73242,8.86454,800.73242,-13.04325,800.73242,17.7939,800.73242,13.02203,800.73242,26.83498,800.73242,45.61556,800.73242,-1.76955,800.73242,42.52512,800.73242,1.41305,800.73242,-11.89274,800.73242,-10.60828,800.73242,-17.02576,800.73242,17.75316,800.73242,16.62896,800.73242,-5.26483,800.73242,6.12957,800.73242,39.23213,800.73242,-24.18752,800.73242,-18.50186,800.73242,13.51812,800.73242,-21.47886,800.73242,-24.55146,800.73242,14.7053,800.73242,10.48819,800.73242,-13.41823,800.73242,9.22838,800.73242,39.4035,800.73242,-20.93907,800.73242,-41.93557,800.73242,4.81368,800.73242,12.58077,800.73242,6.81855,800.73242,2.33638,800.73242,0.96156,800.73242,66.41262,800.73242,9.53046,800.73242,-3.39936,800.77148,10.05584,800.73242,37.49936,800.73242,21.33069,800.73242,-4.0883,800.73242,6.50412,800.73242,1.95145,800.77148,-42.85435,800.73242,-4.95835,800.73242,1.04081,800.73242,-15.2662,800.73242,-10.21253,800.73242,-14.37128,800.73242,-4.34748,800.73242,-19.40235,800.73242,-16.754,800.73242,-27.78072,800.73242,13.41781,800.73242,11.61383,800.73242,22.90498,800.73242,11.50417,800.73242,30.68398,800.73242,-1.3997,800.73242,12.70812,800.73242,12.88852,800.77148,14.20762,800.77148,-32.89954,800.77148,15.22905,800.73242,-36.10841,800.73242,21.52278,800.73242,9.5116,800.73242,63.44585,800.73242,24.41475,800.73242,-2.27059,800.77148,-0.43402,800.77148,-5.711,800.77148,-13.63032,800.73242,11.58494,800.73242,4.5197,800.73242,-13.4644,800.73242,17.75167,800.73242,-20.11079,800.73242,6.97168,800.73242,-23.7547,800.73242,-12.96678,800.73242,-7.45488,800.73242,1.8507,800.73242,16.65956,800.73242,14.58116,800.73242,-31.63985,800.73242,28.94532,800.73242,60.40127,800.73242,21.06235,800.73242,-0.14857,800.73242,-4.03272,800.73242,-22.18032,800.73242,8.65107,800.73242,33.08441,800.73242,18.71028,800.73242,18.81014,800.73242,-38.59576,800.73242,-5.9004,800.73242,4.34812,800.73242,-51.79067,800.73242,-20.43905,800.73242,-40.24126,800.73242,18.01108
799.56152,3.53331,799.56152,-6.22761,799.56152,-8.75263,799.56152,14.51978,799.56152,7.65081,799.56152,-4.75226,799.56152,-30.64488,799.56152,-0.84029,799.56152,11.08136,799.56152,-8.1246,799.56152,-0.90553,799.56152,-5.21682,799.60059,49.12517,799.56152,4.2123,799.60059,9.22671,799.60059,-1.71934,799.60059,-8.60128,799.60059,-37.07487,799.56152,-30.11413,799.56152,11.50091,799.56152,23.47889,799.56152,28.77923,799.56152,20.02053,799.56152,-27.42064,799.56152,41.10699,799.56152,-11.00381,799.56152,10.54545,799.56152,6.78587,799.56152,-9.79981,799.56152,-20.00074,799.56152,63.54355,799.56152,24.10766,799.56152,-2.87558,799.56152,0.02396,799.56152,2.80082,799.56152,23.61927,799.56152,-24.04862,799.56152,-30.92614,799.56152,2.6492,799.56152,10.38645,799.56152,12.71046,799.56152,11.67447,799.56152,21.06242,799.56152,27.15866,799.56152,-21.30327,799.56152,28.9999,799.56152,-3.17393,799.56152,-2.70777,799.56152,11.49169,799.56152,22.16203,799.56152,-16.43045,799.56152,-1.92967,799.56152,-0.78258,799.56152,0.85874,799.56152,-7.69507,799.56152,5.65522,799.56152,15.69804,799.56152,-44.97483,799.56152,19.82376,799.56152,-3.59352,799.56152,-25.97233,799.56152,12.1577,799.56152,7.35932,799.56152,-4.6635,799.56152,-8.79977,799.56152,23.04373,799.56152,27.9761,799.56152,13.87357,799.56152,6.34265,799.56152,-7.63515,799.56152,-10.28283,799.56152,-4.55902,799.56152,31.2294,799.56152,5.64653,799.56152,-5.00834,799.56152,-45.07605,799.56152,6.41553,799.56152,36.56224,799.56152,-10.25905,799.56152,5.03961,799.56152,-14.46641,799.56152,7.54962,799.56152,-4.26018,799.56152,7.73306,799.56152,7.73306,799.56152,5.27047,799.56152,27.23067,799.56152,-5.25075,799.56152,17.68324,799.56152,18.92269,799.56152,4.94598,799.56152,-7.35826,799.56152,-7.35826,799.56152,0.44965,799.56152,-15.53613,799.56152,-20.78357,799.56152,-7.20148,799.56152,-6.7374,799.56152,-5.1051,799.56152,-0.13798,799.56152,-16.0906,799.56152,19.08407,799.56152,-15.75114,799.56152,19.04987,799.56152,5.85423,799.56152,29.72378,799.56152,0.6107,799.56152,-12.91685,799.56152,-18.5408,799.56152,-11.84288,799.56152,38.85423,799.56152,26.03495,799.56152,12.18959,799.56152,16.5943,799.56152,13.38559,799.56152,13.38559,799.56152,-13.21592,799.56152,-14.22427,799.56152,-4.12409,799.56152,34.49775,799.56152,15.06421,799.56152,-18.57859,799.56152,-16.4504,799.56152,22.17655,799.56152,35.06777,799.56152,0.48354,799.56152,-0.34622,799.56152,60.05259,799.56152,-19.34939,799.56152,-27.67826,799.56152,-12.1136,799.56152,8.74657,799.56152,10.349,799.56152,19.07703,799.56152,-8.93332,799.56152,-18.69529,799.56152,-1.22897,799.56152,8.62114,799.56152,-20.16991,799.56152,14.52955,799.56152,-10.27698,799.56152,-21.1432,799.56152,8.57927,799.56152,7.37149,799.56152,-8.1246,799.56152,-0.90553,799.56152,-5.21682,799.56152,-40.06318,799.56152,0.54706,799.56152,6.35578,799.56152,7.58934,799.56152,22.93165,799.56152,11.38287,799.56152,19.20231,799.56152,32.99021,799.56152,-30.28105,799.56152,-38.77757,799.56152,-0.41292,799.56152,23.73458,799.56152,58.82903,799.56152,-8.19123,799.56152,13.61015,799.56152,-1.33226,799.56152,32.75869,799.56152,60.04234,799.56152,-4.16446,799.56152,-16.40633,799.56152,32.41705,799.56152,20.04812,799.56152,14.51919,799.56152,38.9446,799.60059,27.56159,799.56152,30.92722,799.56152,-38.97911,799.56152,-14.42382,799.56152,3.60961,799.56152,28.72594,799.60059,-9.53331,799.56152,-21.71376,799.56152,-25.75549,799.56152,11.64317,799.56152,-29.01293,799.56152,14.70248,799.56152,-28.04772,799.56152,16.89829,799.56152,-8.14487,799.56152,-18.17366,799.56152,-2.24232,799.56152,22.85109,799.56152,-20.64019,799.56152,-13.5579,799.56152,-1.33701,799.56152,-23.59848,799.56152,-31.03182,799.56152,9.40977,799.60059,49.74199,799.60059,7.8552,799.60059,-10.36737,799.56152,7.67711,799.56152,10.01986,799.56152,37.73523,799.56152,70.06385,799.56152,-14.41105,799.56152,-18.01313,799.60059,116.76994,799.60059,-19.58442,799.60059,-21.59272,799.56152,-9.38873,799.56152,-21.18095,799.56152,-12.95329,799.56152,18.04701,799.56152,9.34789,799.56152,1.73455,799.56152,3.2021,799.56152,9.9335,799.56152,-4.01094,799.56152,-7.13241,799.56152,-13.44646,799.56152,-0.49619,799.56152,8.33976,799.56152,-4.60825,799.56152,6.86908,799.56152,27.10368,799.56152,14.92421,799.56152,-23.8576,799.56152,-32.77652,799.56152,38.30112,799.56152,-42.64333,799.56152,-10.84073,799.56152,-6.54318,799.56152,23.3146,799.56152,13.75187,799.56152,16.77075,799.56152,13.87362,799.56152,17.81546,799.56152,41.30278,799.56152,16.56583
